file_path,class
../data/UrbanSoundDatabase/car_horn\17074-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\17124-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\171249-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\171249-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\171249-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\17307-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\174840-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\174841-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175842-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175843-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175844-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175845-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175846-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175847-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175848-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175849-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175850-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175851-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175852-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175853-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175854-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175855-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175856-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\175856-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\175856-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\176003-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\176631-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\176634-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\176638-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\176638-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\178115-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\178402-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\179858-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\179860-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\179861-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\179862-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\179863-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\179864-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\179865-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\179866-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\179866-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\179867-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\179868-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\180156-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\180156-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\180156-1-10-0.wav,0
../data/UrbanSoundDatabase/car_horn\180156-1-11-0.wav,0
../data/UrbanSoundDatabase/car_horn\180156-1-12-0.wav,0
../data/UrbanSoundDatabase/car_horn\180156-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\180156-1-3-0.wav,0
../data/UrbanSoundDatabase/car_horn\180156-1-4-0.wav,0
../data/UrbanSoundDatabase/car_horn\180156-1-5-0.wav,0
../data/UrbanSoundDatabase/car_horn\180156-1-6-0.wav,0
../data/UrbanSoundDatabase/car_horn\180156-1-7-0.wav,0
../data/UrbanSoundDatabase/car_horn\180156-1-8-0.wav,0
../data/UrbanSoundDatabase/car_horn\180156-1-9-0.wav,0
../data/UrbanSoundDatabase/car_horn\182474-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\183894-1-5-0.wav,0
../data/UrbanSoundDatabase/car_horn\183894-1-6-0.wav,0
../data/UrbanSoundDatabase/car_horn\183894-1-7-0.wav,0
../data/UrbanSoundDatabase/car_horn\183894-1-8-0.wav,0
../data/UrbanSoundDatabase/car_horn\183894-1-9-0.wav,0
../data/UrbanSoundDatabase/car_horn\184355-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\185436-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\185436-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\185436-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\185436-1-3-0.wav,0
../data/UrbanSoundDatabase/car_horn\185436-1-4-0.wav,0
../data/UrbanSoundDatabase/car_horn\185436-1-5-0.wav,0
../data/UrbanSoundDatabase/car_horn\185436-1-6-0.wav,0
../data/UrbanSoundDatabase/car_horn\185436-1-7-0.wav,0
../data/UrbanSoundDatabase/car_horn\18594-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\18594-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\18594-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\18594-1-3-0.wav,0
../data/UrbanSoundDatabase/car_horn\18594-1-4-0.wav,0
../data/UrbanSoundDatabase/car_horn\18594-1-5-0.wav,0
../data/UrbanSoundDatabase/car_horn\18594-1-6-0.wav,0
../data/UrbanSoundDatabase/car_horn\187356-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\187356-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\187356-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\187356-1-3-0.wav,0
../data/UrbanSoundDatabase/car_horn\187356-1-4-0.wav,0
../data/UrbanSoundDatabase/car_horn\187356-1-5-0.wav,0
../data/UrbanSoundDatabase/car_horn\187356-1-6-0.wav,0
../data/UrbanSoundDatabase/car_horn\18933-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\19026-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-1.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-10.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-11.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-12.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-13.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-14.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-15.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-16.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-17.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-18.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-2.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-3.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-4.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-5.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-6.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-7.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-8.wav,0
../data/UrbanSoundDatabase/car_horn\199769-1-0-9.wav,0
../data/UrbanSoundDatabase/car_horn\203956-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\204765-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\24074-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\24074-1-0-1.wav,0
../data/UrbanSoundDatabase/car_horn\24074-1-0-10.wav,0
../data/UrbanSoundDatabase/car_horn\24074-1-0-11.wav,0
../data/UrbanSoundDatabase/car_horn\24074-1-0-12.wav,0
../data/UrbanSoundDatabase/car_horn\24074-1-0-13.wav,0
../data/UrbanSoundDatabase/car_horn\24074-1-0-2.wav,0
../data/UrbanSoundDatabase/car_horn\24074-1-0-3.wav,0
../data/UrbanSoundDatabase/car_horn\24074-1-0-4.wav,0
../data/UrbanSoundDatabase/car_horn\24074-1-0-5.wav,0
../data/UrbanSoundDatabase/car_horn\24074-1-0-6.wav,0
../data/UrbanSoundDatabase/car_horn\24074-1-0-7.wav,0
../data/UrbanSoundDatabase/car_horn\24074-1-0-8.wav,0
../data/UrbanSoundDatabase/car_horn\24074-1-0-9.wav,0
../data/UrbanSoundDatabase/car_horn\24076-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\24076-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\26176-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\26177-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\26177-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\26177-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\26185-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\26185-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\26186-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\27068-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\28808-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\28808-1-0-1.wav,0
../data/UrbanSoundDatabase/car_horn\28808-1-0-10.wav,0
../data/UrbanSoundDatabase/car_horn\28808-1-0-11.wav,0
../data/UrbanSoundDatabase/car_horn\28808-1-0-2.wav,0
../data/UrbanSoundDatabase/car_horn\28808-1-0-3.wav,0
../data/UrbanSoundDatabase/car_horn\28808-1-0-4.wav,0
../data/UrbanSoundDatabase/car_horn\28808-1-0-5.wav,0
../data/UrbanSoundDatabase/car_horn\28808-1-0-6.wav,0
../data/UrbanSoundDatabase/car_horn\28808-1-0-7.wav,0
../data/UrbanSoundDatabase/car_horn\28808-1-0-8.wav,0
../data/UrbanSoundDatabase/car_horn\28808-1-0-9.wav,0
../data/UrbanSoundDatabase/car_horn\28808-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\28808-1-1-1.wav,0
../data/UrbanSoundDatabase/car_horn\2937-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\29932-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\29932-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\32417-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\34241-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\34241-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\34241-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\42101-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\43802-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\43802-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\43802-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\43803-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\44278-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\44278-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\45256-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\46391-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\46391-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\49974-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\52102-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\54086-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\54086-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\54086-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\54187-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\54187-1-0-1.wav,0
../data/UrbanSoundDatabase/car_horn\54187-1-0-2.wav,0
../data/UrbanSoundDatabase/car_horn\54187-1-0-3.wav,0
../data/UrbanSoundDatabase/car_horn\54187-1-0-4.wav,0
../data/UrbanSoundDatabase/car_horn\57607-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\58202-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\65472-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\66115-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\66115-1-0-1.wav,0
../data/UrbanSoundDatabase/car_horn\68657-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\6984-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\71309-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\71309-1-0-1.wav,0
../data/UrbanSoundDatabase/car_horn\71309-1-0-2.wav,0
../data/UrbanSoundDatabase/car_horn\71309-1-0-3.wav,0
../data/UrbanSoundDatabase/car_horn\71309-1-0-4.wav,0
../data/UrbanSoundDatabase/car_horn\71309-1-0-5.wav,0
../data/UrbanSoundDatabase/car_horn\71309-1-0-6.wav,0
../data/UrbanSoundDatabase/car_horn\71309-1-0-7.wav,0
../data/UrbanSoundDatabase/car_horn\71309-1-0-8.wav,0
../data/UrbanSoundDatabase/car_horn\71309-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\71309-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\71439-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\71439-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\71439-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\71439-1-3-0.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-0-1.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-0-2.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-0-3.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-0-4.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-0-5.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-0.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-1.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-10.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-11.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-12.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-13.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-14.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-2.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-3.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-4.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-5.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-6.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-7.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-8.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-10-9.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-3-0.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-5-0.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-5-1.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-5-2.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-5-3.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-5-4.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-6-0.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-6-1.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-0.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-1.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-10.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-11.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-12.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-13.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-14.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-15.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-16.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-17.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-18.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-19.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-2.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-20.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-21.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-22.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-3.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-4.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-5.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-6.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-7.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-8.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-7-9.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-8-0.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-0.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-1.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-10.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-11.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-12.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-13.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-14.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-15.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-16.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-17.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-2.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-3.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-4.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-5.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-6.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-7.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-8.wav,0
../data/UrbanSoundDatabase/car_horn\72259-1-9-9.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-0-1.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-2-1.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-2-2.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-2-3.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-2-4.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-2-5.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-3-0.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-4-0.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-4-1.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-4-2.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-4-3.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-4-4.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-4-5.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-4-6.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-4-7.wav,0
../data/UrbanSoundDatabase/car_horn\72567-1-5-0.wav,0
../data/UrbanSoundDatabase/car_horn\73168-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\73168-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\73168-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-0-1.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-0-2.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-0-3.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-0-4.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-0-5.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-0-6.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-0-7.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-2-1.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-2-2.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-2-3.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-3-0.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-3-1.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-3-2.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-3-3.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-3-4.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-3-5.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-0.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-1.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-10.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-11.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-12.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-13.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-14.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-15.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-2.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-3.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-4.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-5.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-6.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-7.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-8.wav,0
../data/UrbanSoundDatabase/car_horn\7389-1-4-9.wav,0
../data/UrbanSoundDatabase/car_horn\77509-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\82317-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\83465-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\83488-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\83488-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\87275-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\87275-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\87275-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\87275-1-3-0.wav,0
../data/UrbanSoundDatabase/car_horn\87275-1-4-0.wav,0
../data/UrbanSoundDatabase/car_horn\87275-1-5-0.wav,0
../data/UrbanSoundDatabase/car_horn\89679-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\89679-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\94401-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\94868-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\94868-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\94868-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\9674-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\9674-1-0-1.wav,0
../data/UrbanSoundDatabase/car_horn\9674-1-0-2.wav,0
../data/UrbanSoundDatabase/car_horn\99812-1-0-0.wav,0
../data/UrbanSoundDatabase/car_horn\99812-1-0-1.wav,0
../data/UrbanSoundDatabase/car_horn\99812-1-0-2.wav,0
../data/UrbanSoundDatabase/car_horn\99812-1-1-0.wav,0
../data/UrbanSoundDatabase/car_horn\99812-1-2-0.wav,0
../data/UrbanSoundDatabase/car_horn\99812-1-3-0.wav,0
../data/UrbanSoundDatabase/car_horn\99812-1-4-0.wav,0
../data/UrbanSoundDatabase/car_horn\99812-1-5-0.wav,0
../data/UrbanSoundDatabase/car_horn\99812-1-6-0.wav,0
../data/UrbanSoundDatabase/children_playing\100263-2-0-117.wav,0
../data/UrbanSoundDatabase/children_playing\100263-2-0-121.wav,0
../data/UrbanSoundDatabase/children_playing\100263-2-0-126.wav,0
../data/UrbanSoundDatabase/children_playing\100263-2-0-137.wav,0
../data/UrbanSoundDatabase/children_playing\100263-2-0-143.wav,0
../data/UrbanSoundDatabase/children_playing\100263-2-0-161.wav,0
../data/UrbanSoundDatabase/children_playing\100263-2-0-3.wav,0
../data/UrbanSoundDatabase/children_playing\100263-2-0-36.wav,0
../data/UrbanSoundDatabase/children_playing\101382-2-0-10.wav,0
../data/UrbanSoundDatabase/children_playing\101382-2-0-12.wav,0
../data/UrbanSoundDatabase/children_playing\101382-2-0-20.wav,0
../data/UrbanSoundDatabase/children_playing\101382-2-0-21.wav,0
../data/UrbanSoundDatabase/children_playing\101382-2-0-29.wav,0
../data/UrbanSoundDatabase/children_playing\101382-2-0-33.wav,0
../data/UrbanSoundDatabase/children_playing\101382-2-0-42.wav,0
../data/UrbanSoundDatabase/children_playing\101382-2-0-45.wav,0
../data/UrbanSoundDatabase/children_playing\104327-2-0-15.wav,0
../data/UrbanSoundDatabase/children_playing\104327-2-0-19.wav,0
../data/UrbanSoundDatabase/children_playing\104327-2-0-26.wav,0
../data/UrbanSoundDatabase/children_playing\104327-2-0-28.wav,0
../data/UrbanSoundDatabase/children_playing\104327-2-0-3.wav,0
../data/UrbanSoundDatabase/children_playing\104327-2-0-30.wav,0
../data/UrbanSoundDatabase/children_playing\104327-2-0-34.wav,0
../data/UrbanSoundDatabase/children_playing\104327-2-0-4.wav,0
../data/UrbanSoundDatabase/children_playing\104421-2-0-1.wav,0
../data/UrbanSoundDatabase/children_playing\104421-2-0-15.wav,0
../data/UrbanSoundDatabase/children_playing\104421-2-0-20.wav,0
../data/UrbanSoundDatabase/children_playing\104421-2-0-29.wav,0
../data/UrbanSoundDatabase/children_playing\104421-2-0-3.wav,0
../data/UrbanSoundDatabase/children_playing\104421-2-0-5.wav,0
../data/UrbanSoundDatabase/children_playing\104421-2-0-7.wav,0
../data/UrbanSoundDatabase/children_playing\104421-2-1-3.wav,0
../data/UrbanSoundDatabase/children_playing\105415-2-0-1.wav,0
../data/UrbanSoundDatabase/children_playing\105415-2-0-15.wav,0
../data/UrbanSoundDatabase/children_playing\105415-2-0-19.wav,0
../data/UrbanSoundDatabase/children_playing\105415-2-0-21.wav,0
../data/UrbanSoundDatabase/children_playing\105415-2-0-24.wav,0
../data/UrbanSoundDatabase/children_playing\105415-2-0-4.wav,0
../data/UrbanSoundDatabase/children_playing\105415-2-0-6.wav,0
../data/UrbanSoundDatabase/children_playing\105415-2-0-8.wav,0
../data/UrbanSoundDatabase/children_playing\108362-2-0-11.wav,0
../data/UrbanSoundDatabase/children_playing\108362-2-0-12.wav,0
../data/UrbanSoundDatabase/children_playing\108362-2-0-21.wav,0
../data/UrbanSoundDatabase/children_playing\108362-2-0-23.wav,0
../data/UrbanSoundDatabase/children_playing\108362-2-0-29.wav,0
../data/UrbanSoundDatabase/children_playing\108362-2-0-30.wav,0
../data/UrbanSoundDatabase/children_playing\108362-2-0-7.wav,0
../data/UrbanSoundDatabase/children_playing\108362-2-0-9.wav,0
../data/UrbanSoundDatabase/children_playing\109703-2-0-134.wav,0
../data/UrbanSoundDatabase/children_playing\109703-2-0-14.wav,0
../data/UrbanSoundDatabase/children_playing\109703-2-0-153.wav,0
../data/UrbanSoundDatabase/children_playing\109703-2-0-29.wav,0
../data/UrbanSoundDatabase/children_playing\109703-2-0-32.wav,0
../data/UrbanSoundDatabase/children_playing\109703-2-0-48.wav,0
../data/UrbanSoundDatabase/children_playing\109703-2-0-50.wav,0
../data/UrbanSoundDatabase/children_playing\116423-2-0-0.wav,0
../data/UrbanSoundDatabase/children_playing\116423-2-0-1.wav,0
